Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_200,EMA_200,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Returns,Volatility_20,Volume_MA_20,OBV,Volume_ROC,Price_Change,High_Low_Ratio,Close_Open_Ratio,Close_Lag_1,Returns_Lag_1,Close_Lag_3,Returns_Lag_3,Close_Lag_5,Returns_Lag_5,Close_Lag_10,Returns_Lag_10,Target
2022-10-18 00:00:00-04:00,143.09038098743915,144.2804155723702,138.2908639653918,141.3790740966797,99136600,0.0,0.0,139.38155212402344,139.9650939991446,142.39599990844727,142.5692201246111,152.905361328125,147.714806360579,154.9382632446289,155.46946258665358,42.94977557695313,-3.6959796821286375,-4.066703206870349,0.37072352474171133,142.39599990844727,152.59872501108617,132.19327480580836,20.405450205277816,0.45016401002980305,0.009409471504074007,0.3660305678133927,95321635.0,-955228800,12.873149410054175,-1.7113068907594595,1.043311260304783,0.9880403778440587,140.06117248535156,0.029122705325925313,140.63157653808594,0.03361282714542302,136.68775939941406,-0.010254365950157385,143.69032287597656,0.02562335098634505,0.0007652109418905262
2022-10-19 00:00:00-04:00,139.35305140756245,142.55927749459596,139.16618275396215,141.4872589111328,61758300,0.0,0.0,139.13174438476562,140.24185125586973,141.91113204956054,142.46617619951792,152.4911087036133,147.4705888135419,154.7543480682373,155.33033618192204,51.91989491074277,-3.3360288382389456,-3.9205683331440686,0.584539494905123,141.91113204956054,151.23950638462767,132.5827577144934,18.656748670134277,0.4772804390560152,0.0007652109418905262,0.36130235086902096,93324710.0,-893470500,-22.288256093417726,2.134207503570366,1.024381603874503,1.015315111380866,141.3790740966797,0.009409471504074007,136.09764099121094,-0.032239811701514354,136.0582733154297,-0.004605284970287338,143.98533630371094,0.002053119666165726,-0.003267184750103791
2022-10-20 00:00:00-04:00,140.6611013003117,143.4837601022304,140.29719369702107,141.02499389648438,64522000,0.0,0.0,138.9311096191406,140.38424082689056,141.45134201049805,142.32892074208615,151.98263549804688,147.217820385422,154.57943412780762,155.18799446763907,58.07659732275389,-3.0528744877761085,-3.747029564070477,0.6941550762943685,141.45134201049805,149.922280652004,132.9804033689921,16.941877283011877,0.4748346592947412,-0.003267184750103791,0.36109267579228715,92218185.0,-957992500,-5.672624564706985,0.36389259617266134,1.0227129732337403,1.0025870165440818,141.4872589111328,0.0007652109418905262,140.06117248535156,0.029122705325925313,140.63157653808594,0.03361282714542302,143.03134155273438,-0.006625638245302157,0.027058992574722884
2022-10-21 00:00:00-04:00,140.51355110159543,145.41142365797057,140.29717849836038,144.8409881591797,86548600,0.0,0.0,139.63726654052735,141.1945585236704,141.295947265625,142.56816525799982,151.5652346801758,147.12461127851054,154.44700927734374,155.08503918098774,57.58820098422831,-2.491829520015841,-3.49598955525955,1.004160035243709,141.295947265625,149.3697322360486,133.22216229520137,16.147569940847234,0.7195402098607474,0.027058992574722884,0.37301107767457675,91744120.0,-871443900,0.7250458536222082,4.3274370575842624,1.0364529437751306,1.0307972933831513,141.02499389648438,-0.003267184750103791,141.3790740966797,0.009409471504074007,136.09764099121094,-0.032239811701514354,137.7794189453125,-0.036718683824171094,0.014802841756248908
2022-10-24 00:00:00-04:00,144.76232705447245,147.75218027161432,143.59195189473937,146.98504638671875,75981900,0.0,0.0,140.52537841796874,142.24737449877009,141.2310363769531,142.9888206035921,151.11970642089844,147.1191381454991,154.33960456848143,155.0044422377612,55.52986552000553,-1.85283147276445,-3.16735793876053,1.3145264659960803,141.2310363769531,149.08620565398866,133.37586709991757,15.710338554071086,0.8662562706692643,0.014802841756248908,0.3770101512228861,90876245.0,-795462000,1.4458136957769874,2.2227193322462995,1.0289725734762951,1.0153542663859632,144.8409881591797,0.027058992574722884,141.4872589111328,0.0007652109418905262,140.06117248535156,0.029122705325925313,138.1039276123047,0.0023552767857222268,0.019337655504955364
2022-10-25 00:00:00-04:00,147.61450271725704,149.97492757312142,146.89654709772452,149.827392578125,74732300,0.0,0.0,141.83934173583984,143.62555960410734,141.25955963134766,143.64011317259522,150.70958465576172,147.2253442016805,154.24557914733887,154.9529293058245,59.03291547070062,-1.1043372213554505,-2.7547537952795143,1.6504165739240637,141.25955963134766,149.2405718480642,133.2785474146311,15.9620244334331,1.0367635529257602,0.019337655504955364,0.38271908046455727,90390725.0,-720729700,-2.9875236422500784,2.2128898608679606,1.0209561118774901,1.0149910057625338,146.98504638671875,0.014802841756248908,141.02499389648438,-0.003267184750103791,141.3790740966797,0.009409471504074007,136.68775939941406,-0.010254365950157385,-0.019627179224791513
2022-10-26 00:00:00-04:00,148.4701495749658,149.48316008121265,145.598297355203,146.88670349121094,88194300,0.0,0.0,142.92218475341798,144.21849485630798,141.2354652404785,143.94931225055862,150.24379547119142,147.21206417381896,154.136752243042,154.8726683524453,55.61608320511835,-0.7399099461722471,-2.351785025458061,1.6118750792858139,141.2354652404785,149.141379218849,133.329551262108,15.811827956741013,0.8574057513270094,-0.019627179224791513,0.3866713399014022,87465870.0,-808924000,25.21605424675972,-1.5834460837548647,1.0266820615115582,0.9893349195896421,149.827392578125,0.019337655504955364,144.8409881591797,0.027058992574722884,141.4872589111328,0.0007652109418905262,136.0582733154297,-0.004605284970287338,-0.03046538740939342
2022-10-27 00:00:00-04:00,145.62781359762897,146.5916457586151,141.75279561471663,142.4117431640625,109180200,0.0,0.0,143.10020141601564,143.889994548627,141.34955215454102,143.80287709946376,149.6586099243164,147.02381629108342,153.99139739990235,154.74867904708825,56.904161727823414,-0.802934871243707,-2.04201499461519,1.2390801233714832,141.34955215454102,149.2541514936408,133.44495281544124,15.80919867819955,0.56718816248329,-0.03046538740939342,0.35990988209213715,86517970.0,-918104200,-3.5715042747120784,-3.216070433566472,1.0341358357196033,0.9779158228492497,146.88670349121094,-0.019627179224791513,146.98504638671875,0.014802841756248908,141.02499389648438,-0.003267184750103791,140.63157653808594,0.03361282714542302,0.07555242119013883
2022-10-28 00:00:00-04:00,145.75564835945892,154.90226106166642,145.3819261249116,153.17129516601562,164762400,0.0,0.0,144.80756683349608,145.57750375178856,142.21208724975585,144.6951073915163,149.2964825439453,147.26489389402195,153.89763671875,154.73298368508753,67.12886943615958,0.015148721762017203,-1.6305822513397488,1.645730973101766,142.21208724975585,151.298728204481,133.1254462950307,18.17328190945028,1.1030395594403275,0.07555242119013883,0.42770689974763576,88509825.0,-753341800,85.96627463373892,7.415646806556708,1.0654849965914952,1.0508772516881708,142.4117431640625,-0.03046538740939342,149.827392578125,0.019337655504955364,144.8409881591797,0.027058992574722884,136.09764099121094,-0.032239811701514354,-0.015410081095937778
2022-10-31 00:00:00-04:00,150.63388908416607,151.69607811615833,149.41433537918505,150.8109130859375,97943200,0.0,0.0,145.88254089355468,146.5290327216338,142.74760894775392,145.27756507669926,148.9388803100586,147.4039534701755,153.80843086242675,154.69395810698654,65.71803435033483,0.4676321831504424,-1.2109393644417106,1.678571547592153,142.74760894775392,152.54490938530697,132.95030851020087,19.594600875106096,0.9115064241205129,-0.015410081095937778,0.42412303877097357,87691400.0,-851285000,14.888171268573114,0.17702400177142863,1.0152712437610665,1.0011751937286337,153.17129516601562,0.07555242119013883,146.88670349121094,-0.019627179224791513,146.98504638671875,0.014802841756248908,140.06117248535156,0.029122705325925313,-0.017543099924480554
